Latitude,Longitude,Sample Date,blue,green,red,nir,swir16,swir22,NDVI,NDMI,MNDWI,NDWI,NBR
-28.141944,26.417778,04-01-2011,9371.0,10588.0,10781.0,14910.5,10154.0,8636.5,0.16073409493412158,0.18977039238763915,0.020923729630700893,-0.16951977567307816,0.2664458317407727
-27.398611,26.614722,04-01-2011,8959.0,9853.0,9939.0,16111.0,14045.0,11547.0,0.23692898272552693,0.06851041252155436,-0.17541216838229068,-0.24102603604991435,0.16501554703883087
-33.501667,21.624167,04-01-2011,,,,,,,,,,,
-32.502778,19.535833,04-01-2011,10646.0,12285.5,14150.0,17307.5,20124.0,17505.0,0.10037351982833952,-0.0752441125789774,-0.24185809716286819,-0.16970229446152751,-0.005673249551166949
-25.45963889,28.26430556,04-01-2011,9139.0,9926.0,11096.0,13959.0,15156.5,12552.5,0.1142686090600674,-0.0411292953924884,-0.20853184491179028,-0.1688507431442321,0.05305244893725345
-27.495556,26.074722,04-01-2011,10014.0,11850.0,13365.5,18568.0,21481.0,18952.0,0.16291668623858907,-0.07273589852430754,-0.2889502265158552,-0.2208560720625938,-0.010234541577825131
-26.648056,27.089444,05-01-2011,8535.0,9597.0,8963.5,19310.5,12954.5,9447.5,0.36595458725330565,0.1969936463660307,-0.14888144912755183,-0.3360200639972314,0.34296543570484617
-26.970278,27.211111,05-01-2011,4084.0,4310.5,4125.0,4047.5,3892.5,3711.0,-0.009483022330987953,0.019521410579344842,0.05095696696330548,0.03146685810002355,0.043371785783333845
-27.38972222,26.46388889,05-01-2011,9610.5,10324.0,10453.0,10958.5,10769.0,10431.0,0.02360880835065258,0.008721666091358838,-0.02109704641350201,-0.02981322682955466,0.02466163304425057
-27.044444,27.005,05-01-2011,9004.0,10072.0,9999.5,17439.0,16747.5,12545.5,0.27113362610929803,0.02022728269931107,-0.24890471485299784,-0.26778379557267906,0.16320098717670742
-30.830556,26.921389,06-01-2011,8889.0,9640.0,9638.0,12845.0,10285.5,9020.0,0.14264110661388543,0.1106547631914567,-0.03239567388522229,-0.1425394707582827,0.17493711410930632
-27.00222,28.76528,06-01-2011,8743.0,9691.0,9947.0,13724.0,13005.5,10754.5,0.15956233365721703,0.02688041302680549,-0.1460357323816441,-0.1722400170830657,0.12131053781890182
-27.02314,28.59389,06-01-2011,8893.0,9969.5,10129.0,11490.5,10372.5,9135.0,0.0629755544762827,0.05113662351918744,-0.01981122800117973,-0.07087604846225504,0.11420329204140452
-30.679722,26.7125,06-01-2011,8518.5,8966.5,9016.0,10973.5,7961.0,7748.0,0.09792641136596665,0.1591011117272695,0.05940038399054758,-0.10065195586760231,0.17228854525545406
-30.160091,27.40124,06-01-2011,9521.0,10740.0,11418.5,15444.5,15113.5,11890.5,0.14987157056173864,0.010831860723869328,-0.16916471657609156,-0.17966736046134096,0.13001646241082815
-32.595833,19.009444,06-01-2011,9109.0,9948.0,10444.5,15783.0,13955.0,11629.0,0.2035458964826987,0.06147017284282716,-0.16763586160732893,-0.22676926664334762,0.15153947176419033
-25.99136,27.84208,10-01-2011,10629.0,11771.5,11898.0,18631.5,16495.0,12815.0,0.22055716601975067,0.060823025351230374,-0.1671059381246346,-0.22563562806301937,0.18496494045442202
-26.73806,27.59194,10-01-2011,8719.0,9167.0,8961.0,9089.5,7963.0,7740.0,0.00711891637350762,0.066060694912769,0.07028604786923486,0.00424506340207595,0.08018657714132875
-26.45,28.085833,10-01-2011,9502.5,10720.0,12540.0,15210.0,17974.0,14201.0,0.09621621621621587,-0.08329315332690428,-0.2528054645570494,-0.17315850366370933,0.034306891979191345
-30.86013889,29.07125,10-01-2011,9396.0,10724.5,11634.0,14558.0,11450.0,10000.5,0.11163714111178943,0.11950169178714197,-0.032717761392590444,-0.15162661920300544,0.18557729503023318
-27.356667,27.286389,10-01-2011,13719.0,14628.0,14916.5,19240.0,18799.0,15277.0,0.12657912842357932,0.011593364704645202,-0.12477936997038284,-0.1361757411125542,0.11481299070023433
-27.01011111,26.69808333,11-01-2011,8555.0,9305.0,9014.5,13376.5,10536.5,8924.0,0.19481041489884243,0.11876385229791278,-0.06206688002419141,-0.17950752816171692,0.19965920046635638
-25.73411,27.21422,11-01-2011,16362.5,17765.0,17879.5,21914.0,22170.5,17965.5,0.1013859047331848,-0.005818371536481063,-0.11031538355598375,-0.10456412712013885,0.09901076994445743
-26.98472222,26.63227778,11-01-2011,9115.5,10109.5,10227.0,15619.0,14906.0,12737.5,0.20862028940648378,0.023357903357903283,-0.19174112050528597,-0.21413996152126938,0.1016169132297706
-27.398611,26.614722,11-01-2011,8959.0,9853.0,9939.0,16111.0,14045.0,11547.0,0.23692898272552693,0.06851041252155436,-0.17541216838229068,-0.24102603604991435,0.16501554703883087
-27.671111,27.236944,11-01-2011,8165.0,8250.0,8053.0,9244.0,8273.0,7882.0,0.06885587096028174,0.05543186618713219,-0.0013919990316528393,-0.056819480964901935,0.07952820273268668
-29.160278,26.573333,11-01-2011,8892.0,9791.0,9761.0,15215.0,13390.0,11085.5,0.21836963484945462,0.06380003495892304,-0.15525646003192203,-0.2169079420938966,0.1570122241022028
-34.250556,20.9925,11-01-2011,8456.0,9019.0,9192.0,12323.0,13161.0,10800.5,0.14552637694631587,-0.03288337780568187,-0.18674481514878186,-0.15481210758129438,0.06584210867731934
-25.45963889,28.26430556,11-01-2011,9139.0,9926.0,11096.0,13959.0,15156.5,12552.5,0.1142686090600674,-0.0411292953924884,-0.20853184491179028,-0.1688507431442321,0.05305244893725345
-25.81048333,27.90955222,12-01-2011,8693.0,9753.0,9553.5,16870.5,13408.0,10257.0,0.2769073569482279,0.11435507042951232,-0.15780838478476683,-0.267339005014366,0.24379319878352138
-27.273889,28.49,12-01-2011,8456.5,9060.0,9407.5,12333.0,9264.5,8181.0,0.134564522435086,0.14207662923949466,-0.011159922508117488,-0.152993969990183,0.2023983620941786
-27.4275,28.525833,12-01-2011,9231.0,10794.0,11296.0,16767.0,18026.5,15340.5,0.19495421016997402,-0.03619929009728818,-0.2509498447285778,-0.2167192772395769,0.044428871758934695
-28.883333,27.89,12-01-2011,8787.0,9491.0,9408.0,16227.0,12407.5,9783.0,0.26600351082504287,0.13338804588870024,-0.1331826380802332,-0.2619177229955663,0.2477508650519022
-27.00222,28.76528,13-01-2011,8743.0,9691.0,9947.0,13724.0,13005.5,10754.5,0.15956233365721703,0.02688041302680549,-0.1460357323816441,-0.1722400170830657,0.12131053781890182
-27.02314,28.59389,13-01-2011,8893.0,9969.5,10129.0,11490.5,10372.5,9135.0,0.0629755544762827,0.05113662351918744,-0.01981122800117973,-0.07087604846225504,0.11420329204140452
-30.534167,24.961944,13-01-2011,9715.0,10561.0,10916.5,14489.5,14940.5,12882.0,0.14063607021963262,-0.015324498810737292,-0.17173499598062794,-0.15682321710145444,0.05872896991396139
-28.460833,21.248889,13-01-2011,10832.0,12046.5,13063.0,14599.0,12067.0,11038.5,0.05552743836309719,0.09495237380934489,-0.0008501461836730428,-0.09579478711227,0.1388785958069229
-29.658056,25.973333,14-01-2011,65535.0,65535.0,65535.0,27608.5,65535.0,23743.0,-0.4071835393774118,-0.4071835393774118,0.0,0.4071835393774118,0.07527530841358075
-28.760833,17.730278,16-01-2011,9557.0,11426.0,12802.0,11190.0,7687.5,7645.0,-0.06718906302100673,0.18553833929280794,0.19559473670442257,0.01043509020162712,0.18821343243960614
-25.513889,31.224444,17-01-2011,8666.5,9732.0,9507.0,17837.5,13539.0,10302.0,0.3046499296019298,0.13699743438560663,-0.16359417300502702,-0.29400243022180206,0.2677908278398683
-26.861111,28.884722,17-01-2011,8691.0,9550.0,9241.5,17658.5,13746.5,10574.0,0.31289962825278694,0.12456615188664187,-0.18013435494602117,-0.29801348843192277,0.25093420703090324
-31.554722,29.245556,17-01-2011,10825.5,11261.0,10833.0,20186.5,14131.0,10876.0,0.30153613049855643,0.1764551613608212,-0.11302772526780044,-0.28382224342157475,0.29973440643863086
-28.058889,30.373611,17-01-2011,8452.5,9326.0,9431.0,14514.0,12189.5,9706.0,0.21227813739820334,0.08704851423970608,-0.13309009783644288,-0.21761744966442864,0.19851362510321968
-25.127778,27.628889,18-01-2011,4984.0,5189.5,5122.0,7814.0,6664.0,5222.0,0.20810142238713505,0.07943086061610664,-0.12439363900957418,-0.20183027646402737,0.19883399815894293
-25.20639,27.558,18-01-2011,10039.0,10466.5,9985.0,14137.5,10315.5,8536.0,0.17214219090061075,0.1562998405103662,0.007265903185448912,-0.14920338156397275,0.24705052153394824
-24.69514,27.40906,18-01-2011,9921.0,10647.0,10524.0,15543.0,11919.5,9642.5,0.1925422948555638,0.13194355939918023,-0.056388895043537744,-0.18694158075601305,0.23428163030314972
-25.681111,31.783333,18-01-2011,65535.0,29331.0,29783.5,33388.5,65535.0,27147.0,0.057066421832457324,-0.3249632291619278,-0.3816330402884064,-0.06469279889029717,0.10310478975146797
-27.802778,28.768333,18-01-2011,8857.5,9803.5,9811.5,12128.5,9325.0,8486.0,0.10560619872379169,0.13067797795231487,0.02501502992916316,-0.1060094838592007,0.17669601494093878
-27.398611,26.614722,18-01-2011,9253.5,10247.0,10126.0,15515.5,12823.0,10403.5,0.21018661154768556,0.09501208603137042,-0.11166016471608102,-0.20450266860747132,0.19722983139781552
-31.104278,29.399722,18-01-2011,,,,,,,,,,,
-31.396,29.2651,18-01-2011,9865.0,11142.5,12570.0,13604.0,8819.0,8402.0,0.039504852143348215,0.21339695848013107,0.11639906820629654,-0.09946861172286951,0.2363900754339715
-33.38056,19.30167,18-01-2011,9572.0,10665.5,11320.5,15820.0,16377.5,13975.0,0.16578544978906004,-0.01731500892926464,-0.21121916947084196,-0.19461592191954016,0.061923141466688834
-33.31388889,19.07472222,18-01-2011,8765.0,9546.5,9965.0,13162.5,12786.0,10889.0,0.13825532374878333,0.014509509220186083,-0.14505765140490254,-0.1592320225461264,0.09452632891919384
-27.495556,26.074722,18-01-2011,9490.5,11044.5,11540.5,17937.5,18143.5,14152.5,0.21700929506750724,-0.005709376125938844,-0.24321639029738168,-0.23783727831067478,0.11794951698348359
-24.39619444,27.08983333,19-01-2011,,,,,,,,,,,
-26.970278,27.211111,19-01-2011,9671.5,11040.0,11496.0,10218.0,7946.5,7735.0,-0.05885603757944157,0.1250516116601056,0.16293155663234318,0.038667795653400894,0.13830557566980373
-26.880278,26.965,19-01-2011,8695.0,9582.5,9354.5,14265.0,14182.0,11071.5,0.20790025191049682,0.0029177066122965415,-0.1935449935828644,-0.19635181884893513,0.1260434550944285
-27.273889,28.49,19-01-2011,8456.5,9060.0,9407.5,12333.0,9264.5,8181.0,0.134564522435086,0.14207662923949466,-0.011159922508117488,-0.152993969990183,0.2023983620941786
-27.3,28.586944,19-01-2011,8561.0,9636.0,9929.5,14954.0,14753.0,11537.5,0.2019209516346165,0.006766082068199392,-0.20980770019270897,-0.2162667751118332,0.12896589472094774
-27.044444,27.005,19-01-2011,8882.5,9908.0,9503.5,17418.5,13987.0,10115.0,0.2939974741846806,0.10926430083902466,-0.17070516844528075,-0.27484310101915627,0.26525868487478793
-30.568333,29.422778,19-01-2011,8429.5,9196.5,8964.5,16880.0,12987.5,10366.5,0.3062740621795728,0.1303256047543312,-0.17088892895780666,-0.2946522731194743,0.2390582276622677
-30.570833,29.150556,19-01-2011,,,,,,,,,,,
-34.031944,22.053333,19-01-2011,8114.0,8314.0,8461.0,11058.0,11065.0,9696.0,0.1330498488652076,-0.0003164127830764349,-0.14195778935961537,-0.1416477390047484,0.06562590344030035
-33.13083,18.86278,19-01-2011,9873.5,11456.5,12122.5,15187.0,14527.0,12799.0,0.11221369852981523,0.022211752036077198,-0.11817114707410427,-0.14001538836864474,0.08532837847495146
-33.7075,18.97444444,19-01-2011,8918.0,9913.0,10330.5,14270.0,13652.0,11469.5,0.16013902156460172,0.022133085022562775,-0.15866751538298257,-0.1801678865318605,0.10880164727364515
-25.57877778,29.12747222,19-01-2011,9017.0,10076.0,11586.5,13560.0,16388.0,13014.0,0.07848010657546746,-0.09443034593295013,-0.23851269649334858,-0.1474022677271952,0.020546398735606156
-26.006389,29.253889,20-01-2011,,,,,,,,,,,
-27.02314,28.59389,20-01-2011,8893.0,9969.5,10129.0,11490.5,10372.5,9135.0,0.0629755544762827,0.05113662351918744,-0.01981122800117973,-0.07087604846225504,0.11420329204140452
-30.679722,26.7125,20-01-2011,10019.5,10934.0,12350.0,14428.5,8301.5,7932.0,0.07761823851223901,0.26955565332160025,0.13685633334199718,-0.1377821586988659,0.2905346481518737
-28.460833,21.248889,20-01-2011,10832.0,12046.5,13063.0,14599.0,12067.0,11038.5,0.05552743836309719,0.09495237380934489,-0.0008501461836730428,-0.09579478711227,0.1388785958069229
-30.77586667,29.03221667,20-01-2011,,,,,,,,,,,
-24.925278,29.324444,21-01-2011,8655.0,9112.0,9276.5,13185.0,13904.5,11277.0,0.1740088596042109,-0.026560106314254504,-0.20822018986379248,-0.18267031439206988,0.07799852832965384
-28.460833,21.248889,21-01-2011,10832.0,12046.5,13063.0,14599.0,12067.0,11038.5,0.05552743836309719,0.09495237380934489,-0.0008501461836730428,-0.09579478711227,0.1388785958069229
-24.679167,30.8025,24-01-2011,8681.0,9537.0,9723.0,14293.5,13638.0,11155.5,0.19030666416838346,0.023468127383062053,-0.17695792880258826,-0.19959715490652652,0.12330543439820771
-25.99136,27.84208,24-01-2011,10629.0,11771.5,11898.0,18631.5,16495.0,12815.0,0.22055716601975067,0.060823025351230374,-0.1671059381246346,-0.22563562806301937,0.18496494045442202
-25.49037,30.6986,24-01-2011,8148.5,8325.0,8241.5,10676.0,8915.5,8274.0,0.12869036606316836,0.08986039864226789,-0.034250746788086,-0.12373032998263185,0.12675461741424737
-26.970278,27.211111,24-01-2011,9671.5,11040.0,11496.0,10218.0,7946.5,7735.0,-0.05885603757944157,0.1250516116601056,0.16293155663234318,0.038667795653400894,0.13830557566980373
-27.671111,27.236944,24-01-2011,9693.5,10943.0,11237.5,14887.0,13522.0,11403.0,0.13969645352064103,0.04804815375409185,-0.10541590026568524,-0.1526906697638399,0.13252187143400482
-27.356667,27.286389,24-01-2011,8718.0,9502.5,9290.0,16828.5,12665.5,9643.0,0.2886268353848794,0.1411473520037969,-0.14268314687838263,-0.2782271846872497,0.27144287252327876
-27.01011111,26.69808333,25-01-2011,9344.0,10433.5,10728.5,12433.5,9579.5,8531.5,0.0736119506087554,0.1296506609730608,0.04267226302903092,-0.08746228189093416,0.186119723348437
-26.98472222,26.63227778,25-01-2011,9414.0,10207.0,10262.5,13683.0,14011.5,11850.5,0.14284521099997854,-0.01186156095975731,-0.15709065383900672,-0.14550020929259044,0.07176846104137674
-27.398611,26.614722,25-01-2011,9253.5,10247.0,10126.0,15515.5,12823.0,10403.5,0.21018661154768556,0.09501208603137042,-0.11166016471608102,-0.20450266860747132,0.19722983139781552
-33.818056,19.694722,25-01-2011,,,,,,,,,,,
-25.45963889,28.26430556,25-01-2011,9139.0,9926.0,11096.0,13959.0,15156.5,12552.5,0.1142686090600674,-0.0411292953924884,-0.20853184491179028,-0.1688507431442321,0.05305244893725345
-33.897778,20.012778,25-01-2011,8707.0,9154.0,9119.0,13871.0,11520.0,9420.0,0.20669856459330055,0.0925918632586346,-0.1144432620682978,-0.20486427795873963,0.19110385986003098
-25.81048333,27.90955222,26-01-2011,8693.0,9753.0,9553.5,16870.5,13408.0,10257.0,0.2769073569482279,0.11435507042951232,-0.15780838478476683,-0.267339005014366,0.24379319878352138
-34.065833,20.404167,26-01-2011,8061.0,8387.0,8402.0,13535.0,10165.0,8604.0,0.2339882390481824,0.14219409282700363,-0.09583872358775283,-0.2348325882674928,0.22272912055648306
-24.058889,31.237222,26-01-2011,65535.0,24425.5,65535.0,27103.0,25351.0,21840.5,-0.4148621516008545,0.03340069394135808,-0.01859311120709568,-0.05196153584909312,0.10752193856181085
-26.648056,27.089444,26-01-2011,8535.0,9597.0,8963.5,19310.5,12954.5,9447.5,0.36595458725330565,0.1969936463660307,-0.14888144912755183,-0.3360200639972314,0.34296543570484617
-26.880278,26.965,26-01-2011,8695.0,9582.5,9354.5,14265.0,14182.0,11071.5,0.20790025191049682,0.0029177066122965415,-0.1935449935828644,-0.19635181884893513,0.1260434550944285
-27.273889,28.49,26-01-2011,8456.5,9060.0,9407.5,12333.0,9264.5,8181.0,0.134564522435086,0.14207662923949466,-0.011159922508117488,-0.152993969990183,0.2023983620941786
-27.044444,27.005,26-01-2011,8882.5,9908.0,9503.5,17418.5,13987.0,10115.0,0.2939974741846806,0.10926430083902466,-0.17070516844528075,-0.27484310101915627,0.26525868487478793
-34.092222,21.295278,26-01-2011,,,,,,,,,,,
-27.02314,28.59389,27-01-2011,8893.0,9969.5,10129.0,11490.5,10372.5,9135.0,0.0629755544762827,0.05113662351918744,-0.01981122800117973,-0.07087604846225504,0.11420329204140452
-26.73806,27.59194,27-01-2011,8719.0,9167.0,8961.0,9089.5,7963.0,7740.0,0.00711891637350762,0.066060694912769,0.07028604786923486,0.00424506340207595,0.08018657714132875
-28.760833,17.730278,30-01-2011,9557.0,11426.0,12802.0,11190.0,7687.5,7645.0,-0.06718906302100673,0.18553833929280794,0.19559473670442257,0.01043509020162712,0.18821343243960614
-26.861111,28.884722,31-01-2011,8691.0,9550.0,9241.5,17658.5,13746.5,10574.0,0.31289962825278694,0.12456615188664187,-0.18013435494602117,-0.29801348843192277,0.25093420703090324
-26.73806,27.59194,31-01-2011,8719.0,9167.0,8961.0,9089.5,7963.0,7740.0,0.00711891637350762,0.066060694912769,0.07028604786923486,0.00424506340207595,0.08018657714132875
-25.127778,27.628889,01-02-2011,4984.0,5189.5,5122.0,7814.0,6664.0,5222.0,0.20810142238713505,0.07943086061610664,-0.12439363900957418,-0.20183027646402737,0.19883399815894293
-24.69514,27.40906,01-02-2011,9921.0,10647.0,10524.0,15543.0,11919.5,9642.5,0.1925422948555638,0.13194355939918023,-0.056388895043537744,-0.18694158075601305,0.23428163030314972
-27.363611,31.783333,01-02-2011,8437.0,9281.0,8994.5,17894.5,13078.0,9695.0,0.3309903678083963,0.15550891920251786,-0.16981975938100913,-0.3169582896358841,0.29719639718008556
-27.802778,28.768333,01-02-2011,8857.5,9803.5,9811.5,12128.5,9325.0,8486.0,0.10560619872379169,0.13067797795231487,0.02501502992916316,-0.1060094838592007,0.17669601494093878
-29.160278,26.573333,01-02-2011,8892.0,9791.0,9761.0,15215.0,13390.0,11085.5,0.21836963484945462,0.06380003495892304,-0.15525646003192203,-0.2169079420938966,0.1570122241022028
-34.329722,18.990278,01-02-2011,,,,,,,,,,,
-25.20639,27.558,02-02-2011,10039.0,10466.5,9985.0,14137.5,10315.5,8536.0,0.17214219090061075,0.1562998405103662,0.007265903185448912,-0.14920338156397275,0.24705052153394824
-23.281,30.54305556,03-02-2011,8783.5,9866.0,9476.0,14537.5,10833.5,9338.5,0.21077727111832842,0.14599345709668463,-0.04674025942655598,-0.19142745917593712,0.2177500418830616
-28.801278,31.955389,03-02-2011,8853.0,9899.5,9807.0,13934.0,12111.5,10196.5,0.17383429510130083,0.06997369987137866,-0.1004952069419831,-0.16927853651372998,0.15488696877395763
-27.00222,28.76528,03-02-2011,8743.0,9691.0,9947.0,13724.0,13005.5,10754.5,0.15956233365721703,0.02688041302680549,-0.1460357323816441,-0.1722400170830657,0.12131053781890182
-27.02314,28.59389,03-02-2011,8893.0,9969.5,10129.0,11490.5,10372.5,9135.0,0.0629755544762827,0.05113662351918744,-0.01981122800117973,-0.07087604846225504,0.11420329204140452
-27.3,28.586944,03-02-2011,8561.0,9636.0,9929.5,14954.0,14753.0,11537.5,0.2019209516346165,0.006766082068199392,-0.20980770019270897,-0.2162667751118332,0.12896589472094774
-30.679722,26.7125,03-02-2011,9235.5,10548.0,11938.0,13400.0,7764.0,7659.0,0.05769989738732317,0.26630126630126505,0.15203145478374755,-0.1190913646233501,0.2726150339522282
-28.460833,21.248889,03-02-2011,10832.0,12046.5,13063.0,14599.0,12067.0,11038.5,0.05552743836309719,0.09495237380934489,-0.0008501461836730428,-0.09579478711227,0.1388785958069229
-28.460833,21.248889,04-02-2011,10832.0,12046.5,13063.0,14599.0,12067.0,11038.5,0.05552743836309719,0.09495237380934489,-0.0008501461836730428,-0.09579478711227,0.1388785958069229
-29.140556,31.391944,07-02-2011,9784.5,11594.0,12548.0,13930.0,8610.0,8471.0,0.05219427449203093,0.23602484472049587,0.1476935260344479,-0.09152170506190217,0.24369447792509155
-25.99136,27.84208,07-02-2011,10629.0,11771.5,11898.0,18631.5,16495.0,12815.0,0.22055716601975067,0.060823025351230374,-0.1671059381246346,-0.22563562806301937,0.18496494045442202
-24.058889,31.237222,07-02-2011,65535.0,24425.5,65535.0,27103.0,25351.0,21840.5,-0.4148621516008545,0.03340069394135808,-0.01859311120709568,-0.05196153584909312,0.10752193856181085
-26.73806,27.59194,07-02-2011,8719.0,9167.0,8961.0,9089.5,7963.0,7740.0,0.00711891637350762,0.066060694912769,0.07028604786923486,0.00424506340207595,0.08018657714132875
-30.86013889,29.07125,07-02-2011,9021.5,10027.0,9845.5,16538.0,14809.0,11414.5,0.2536623268330576,0.05515679331355455,-0.19254308262199957,-0.2450969320534529,0.1832930864860024
-27.356667,27.286389,07-02-2011,8718.0,9502.5,9290.0,16828.5,12665.5,9643.0,0.2886268353848794,0.1411473520037969,-0.14268314687838263,-0.2782271846872497,0.27144287252327876
-28.058889,30.373611,07-02-2011,8452.5,9326.0,9431.0,14514.0,12189.5,9706.0,0.21227813739820334,0.08704851423970608,-0.13309009783644288,-0.21761744966442864,0.19851362510321968
-27.01011111,26.69808333,08-02-2011,9344.0,10433.5,10728.5,12433.5,9579.5,8531.5,0.0736119506087554,0.1296506609730608,0.04267226302903092,-0.08746228189093416,0.186119723348437
-27.169444,29.233889,08-02-2011,4315.5,4774.0,4762.0,6219.0,5600.5,4803.0,0.13268372643657106,0.05232877871314309,-0.07966648995132218,-0.13144728463567606,0.12847033206314526
-26.98472222,26.63227778,08-02-2011,9414.0,10207.0,10262.5,13683.0,14011.5,11850.5,0.14284521099997854,-0.01186156095975731,-0.15709065383900672,-0.14550020929259044,0.07176846104137674
-27.398611,26.614722,08-02-2011,9253.5,10247.0,10126.0,15515.5,12823.0,10403.5,0.21018661154768556,0.09501208603137042,-0.11166016471608102,-0.20450266860747132,0.19722983139781552
-27.573056,24.746389,08-02-2011,8658.0,9767.5,9470.0,17012.5,12108.0,9335.0,0.28481072406305946,0.16842087189436938,-0.10699184018650955,-0.270537714712471,0.2913938703861836
-33.501667,21.624167,08-02-2011,,,,,,,,,,,
-32.502778,19.535833,08-02-2011,10579.0,13104.0,14613.0,17653.0,19330.0,16984.0,0.09421682266162495,-0.0453451585863774,-0.191959055312326,-0.14790129076307784,0.0193146057683979
-25.45963889,28.26430556,08-02-2011,9139.0,9926.0,11096.0,13959.0,15156.5,12552.5,0.1142686090600674,-0.0411292953924884,-0.20853184491179028,-0.1688507431442321,0.05305244893725345
-26.970278,27.211111,09-02-2011,9671.5,11040.0,11496.0,10218.0,7946.5,7735.0,-0.05885603757944157,0.1250516116601056,0.16293155663234318,0.038667795653400894,0.13830557566980373
-27.273889,28.49,09-02-2011,8456.5,9060.0,9407.5,12333.0,9264.5,8181.0,0.134564522435086,0.14207662923949466,-0.011159922508117488,-0.152993969990183,0.2023983620941786
-28.69485,28.23487,09-02-2011,9364.0,10090.0,10316.5,16130.5,12881.5,10114.0,0.21983589821151656,0.1119881428374462,-0.12152014452691326,-0.23037318128944823,0.22924803292118262
-28.883333,27.89,09-02-2011,8787.0,9491.0,9408.0,16227.0,12407.5,9783.0,0.26600351082504287,0.13338804588870024,-0.1331826380802332,-0.2619177229955663,0.2477508650519022
-27.02314,28.59389,10-02-2011,8893.0,9969.5,10129.0,11490.5,10372.5,9135.0,0.0629755544762827,0.05113662351918744,-0.01981122800117973,-0.07087604846225504,0.11420329204140452
-30.679722,26.7125,10-02-2011,9170.0,10468.0,11413.0,11724.0,7895.0,7622.0,0.013441673509962341,0.1951679494367695,0.1401187169852413,-0.05659697188175894,0.21203349529618418
-30.534167,24.961944,10-02-2011,9795.0,10835.0,10773.5,15132.5,13586.0,11169.0,0.1682621786458729,0.05385030555217002,-0.11264894967446006,-0.16549533070183822,0.15069482729121858
-34.031944,22.053333,10-02-2011,8114.0,8314.0,8461.0,11058.0,11065.0,9696.0,0.1330498488652076,-0.0003164127830764349,-0.14195778935961537,-0.1416477390047484,0.06562590344030035
-34.039722,22.133333,10-02-2011,8600.5,9554.0,9893.0,17079.0,16078.0,12122.0,0.26642444016016514,0.03018970353168251,-0.2545255930087381,-0.2825442120677345,0.16975446046368217
-32.595833,19.009444,10-02-2011,9227.5,10334.0,10903.5,15218.5,14735.0,12208.5,0.1651864328918147,0.016141686280401236,-0.17555546691132407,-0.19115546424028887,0.10974587085718414
-28.801278,31.955389,11-02-2011,8853.0,9899.5,9807.0,13934.0,12111.5,10196.5,0.17383429510130083,0.06997369987137866,-0.1004952069419831,-0.16927853651372998,0.15488696877395763
-29.658056,25.973333,11-02-2011,9396.0,10765.0,11157.5,14001.0,12520.0,10583.0,0.11302343144464054,0.055842539874061854,-0.07537041013527991,-0.1306630057336666,0.13903351773511172
-28.068333,31.55,11-02-2011,8688.0,9854.5,10059.0,16337.5,14979.0,11663.0,0.23785350330536156,0.04337968802388504,-0.20635431976966515,-0.24751832620647432,0.166943447438438
-28.760833,17.730278,13-02-2011,9557.0,11426.0,12802.0,11190.0,7687.5,7645.0,-0.06718906302100673,0.18553833929280794,0.19559473670442257,0.01043509020162712,0.18821343243960614
-29.7775,29.470833,14-02-2011,8637.0,9779.5,9515.0,17450.5,15439.5,11534.0,0.2942834362426052,0.0611432046214653,-0.2244339585233347,-0.2817113477781848,0.20412634339043212
